uf,profissional,metrica_1,metrica_2
MG,b'gAAAAABlvSCBtdT_L4QWKoeSxHxzobLQg5x_TilI0DmD4_WHQytMl14dqoUDG_rvdtA1r5QJElzerI7NfrcG-gFZejA7nURfKzfasGlqwv0goJiZBV7v23g=',4,5
MG,b'gAAAAABlvSCBij1GiTaeiWz7FKuQ8ckNN13ZGLcHXUKgEg4yL05cOG_2g1FXizoZUXHCKNcZTQUMJ6cE1ItDB1oUFpI26b2PaB0s1EdxSSsnkGjeZYwV7-A=',2,2
MG,b'gAAAAABlvSCBY3nNJ1zwTvEbVF9pdsg4T3Bah0GOsEFoXGqMoiz9xL6O4G3mH1oYXqUfoMNDYdTiCYR1FVruUx3QXfWI-ILsXky8ZwDhHO8O3-ziZlr-uKY=',1,7
MG,b'gAAAAABlvSCBs8173YoaCHxeLsjg0ewwKm6681Lvu-qWGging_gznQOBl7gZLJukWrIZesj4_oiUulRKRCWMI7jSOYOIZ7_Y41M_MUf9peXqrXXHu1xYbhQ=',1,9
MG,b'gAAAAABlvSCBS76EbSu2h_GP6z88qUNgPzACibZjEHucRJqzpxaiqDiIuBNQTnA6EvCqWWv4DWZx4hAHeum_pZPI9C48Pw4prtuSyIO21gBheQVOLVMx-Fg=',6,7
MG,b'gAAAAABlvSCBQXOWzBfZDOuT-DnP6UtosAqbOLzJRlP2QYdKJuB-l25nKxGdD50LnkSgWApPDlJCsAmpnYBKPRcdvcD5Mei9lkFu-TVtC6NbFk4pHUzx-lc=',6,8
MG,b'gAAAAABlvSCBlonsFVaA6uKRWTXBDM5S2aRbFKt759lHQhkJGAU43aw0qO0O2RqedaMaKIKMWhIDpEXnIjSYWXwQ1kCkjyUz8_UAKfAyWsn7Cjny9VnJLBw=',7,9
MG,b'gAAAAABlvSCBicXzRFvkTIyZf3Y9v1KycYyKmqyCTAHGffHYqGtZlvDjY83Co8EV8kXW2gu1spDQ_kqvc_-fteoRKiAjTuZgglbMhKkea2aYXVHUjfhZO6FfKKn1Fmw3AIU-JMW_ikLF',7,0
MG,b'gAAAAABlvSCBG-dzu9vNg0l7LI38y7gFXnsxVjE0Brw0U3twLbyVccpGuqW3qNv5LuHQ3wfFb6hDiHeYWPAkpQDWNtyU3-2Oeb-ivzpHM6dshW6RrQiFxXo=',1,6
MG,b'gAAAAABlvSCBP4uavAwRwcwoxFIXs-_pZRp0hsr9Nald9IcgetqUxLliiqRNwsyJ7aqbi3h8Yp3If0HfTQy7cYOXRivwbVGfhjxHiYmAC-ci9EPgiUKhjPc=',3,5
MG,b'gAAAAABlvSCBsr7QsPgC4iWDaU6sK0GKfhC5Z74RGcSDQtmGUVmI-bBtpKLuOZ1b8BQewaJeK3urqiRXNVGPrs0bupMOXSEMZ4XvoC0Cz14NgWAIvVYcZ5I=',0,5
MG,b'gAAAAABlvSCBVRH4Zo39h2u3H3t0zCdrh-8_OcmrhUQ3g_QrwIeGANnSoQyUQENw2vnJ0-S-YpWmNE-04M34c5iJPnpEMPpfVM2_AvuTwZvkCrLvcOJirkM=',8,9
MG,b'gAAAAABlvSCBE5mmOuM7elBQlX8KG4eLzHrecLBX5WOGuBFOlow6A8nhdExwK9xA2SE4nGedbco644yAuxQ6tUiuOcV0Tzz_wgtu5rEK4bkJJQhYat-HPYM=',84,15
MS,b'gAAAAABlvSCBWN6wVk7de_2zfgSsgk0vtRdVlkLozCZRzKFo4Oequfggb_wsznSyJLk5YbGlhm9YG-Vq-NFE9nkxnv6iaokCGTfOzy6Nwek7-MkbTKy39Q4=',3,9
MS,b'gAAAAABlvSCB4v8mRZ11oV0e-0lM4DH_91UhBaVvLKFdSAOHWek8YmhxX75bNgL3CCypk9ZLhmsCUmEDN01EKBMy6RRaJlR1-qp3-0_1ZwxGGOsxSgJ7gTg=',4,6
MS,b'gAAAAABlvSCB4Pvwohs4W7dxfG7RU-3M2Ziy2NK-Ld5zx8xw-zc6kGurtNgVKQ_gXevsFfpDrJtLfsaSVVPZVdeTHtEdff84K31Zby4rc--LveHFYklchlmWH5bi4AsbAKPbE0JVBjG3',9,6
MS,b'gAAAAABlvSCBaf0tk8oMXJc7zRmDmB8fgL-p7Y6nJ-szcfLSVl1_UCiAoMYP8u0g8AGQpm86MPQRN3-O5EDAoQB0QDZcUErmhqBIrNNsnt-6-ubmRS8koFA=',8,7
MS,b'gAAAAABlvSCB-IFI4GjyS9hVsppYM_pcy1LhkjUwOoNPZCji5w2iCEA-eFmRn_Yka4miKOfQC2rCSTMASmfe5zBVXaVAPkO4RP6LISSvJwNM1N7iIoXySV0=',3,9
MS,b'gAAAAABlvSCBcuiWKNWhaWZPEzemiCljv3rf0DY2ZnTFrcbZr6ijOPLUz5hVuSj7BvPPWjLS7NTbdAWGqelIKfQ__3Q3AGyqz9hfGXqwK4p87OBbey8rXjo=',9,8
MS,b'gAAAAABlvSCBdjD_uz9FTnEV5yYWk13Nsle0hB2cN-FZmMsCOAroihO_TJtjWxFc1_DsgOPxiKOKGK-UEsUMPHk0oB8-4PjwXxVqx0HVZSiOM9AVQM1VzQU=',0,8
MS,b'gAAAAABlvSCBba9wA7EZ9aLZ6rWPIo70gnMTssrCxLADp5Qhy3x_9rTE5310lsrvND_GWbkx0dLRzQ1jKtCWEihCEZBDAu5zA3x8tVzZteKHSEqXUrl1tAw=',4,5
MS,b'gAAAAABlvSCBGc0g94HIG6A2BWdWtVrWbMbDls9kRmc4l6PlNmNi2588UgEB2o-IeZueZaTIbXu2m9l--x6efstK2fdeBnv2YMZy_bhX4BRLRuyD6vlyBNM=',1,0
MS,b'gAAAAABlvSCBCRSkzTHWd73lzYyfGHf-oMWjbvxuGgz24l5WjKkHf4zxXAdX6Rme_72Uqit3ZNLtTYZUwIYtKUw--Y-a8UsbLaqGQ2zCwevy-lB3_xYjjko=',8,8
MS,b'gAAAAABlvSCBdzQ1KwEoqWaMAwk9-Vru9oWwygsPYYTbwhiWEduc3A2y73sYqIyZKWpP4LazJNkaEIqhMYzAd_gSXnjjuhS1UFNDbi_Z-vAAauzIZt4my6M=',3,4
MS,b'gAAAAABlvSCBSb2wC-XFeuLwDwdO2utb-faqQJEtsOmcX_kin0yZpcISG-zdD0hjC2tqGprQVsu4tkdS_IDuMiVauoxXKIPHeQ8ZMWNcZZs6qMl8RTZoIXM=',6,4
MS,b'gAAAAABlvSCBVE08lEvOMZHUtV2l1QMwiKHAS1P4bfwMU30-hdGvU_ZKHjJtIQlRWqwA73RNv2c8P9I6j8qk0jvy1pgzjmrwNg==',2,2
MS,b'gAAAAABlvSCBgGlYEUaUWP91dfvQp58MAZXy2KOQkjbMKkBTQcn67_CU58unbu5cBME56teMq1Ui5Tf7H3qJuY3SAUvHG0mbIQeKSmtSlDNPxmAg3zcAcME=',37,65
MS,b'gAAAAABlvSCBJkwpliPBGsgiQm_5QHXzRmBQtsuuK6MUj_NP96QRfG1UYFuBk8KxQ-uavxVQe6u5uy0iHfYNQsgSF9l3dfIIWQ6rFNE6x7bjvF0ld9yNnJ0=',9,7
MS,b'gAAAAABlvSCBmUf5Ky8ldnzVVo2ufuTGrdUp_6xoHA_Xx0qzfEEE58qlKczDNe44xmGPR8Y_hbXN-3OtriKE1JJNjwapFXpMPPbtGXw1fsYby12BJFQPgKg=',3,0
MS,b'gAAAAABlvSCBEJ5k8wTdcvFpM4sWGzH9iG0QFLxUt1PEPeMG3aoouL0NESzQvlE-lmm0N6uugOzV5OhbzpFrI2_3Gcswpf0MvNFUF9sXYYBWpa1JbN8NqaY=',3,2
MT,b'gAAAAABlvSCB0rS0WYpsUg-BBjnNMHvBJisXFCC6p_RAo1wnpuS5nOB10irUuRatuiPMUzOYACQgywOmcnwzQrm5TxA2_GYAVHGkytvFOr_y2TJxG8yjPs0=',9,4
MT,b'gAAAAABlvSCB7dZVQwizOA_fN9CPqe8tIwq7X_Aq8RAj8JAz5AJPnVX3yWRgrgycKptFZZm-4ZAbZFywqdE4aAYz1PDTv-VvcKV1hNwYQlZEDUhU408LacI=',9,0
MT,b'gAAAAABlvSCB4gWQ1zu6WicmeqxyhhQRBNU7fCtJFAn0TTgBbu5LKNFdK_cOK9oxCOAn52e7_KrlL_0qcXU9nxKv3Swp1sn_zdSB5bUpQ4eB0DAXI8dNJ0UYYo51uOPwvPMYhWI7RsZT',1,6
MT,b'gAAAAABlvSCB9fQV4612uXHa93QGufeaDw4c1zBQ_Eck6_AiLboIY6_JM4AWmF4AUBb0PBby72mVG5q3s7CDmOj0vKyaoWu2i-n6BB0SvATUyZpI5Gb-jtc=',2,3
MT,b'gAAAAABlvSCBgCqsYySvKheQXMidcHsqa58uewW3NZj1K2V4A8MXglge6LZx8n37HQDg12kj9PaEcYgViej-dgessBG1KUyTjQ==',7,4
MT,b'gAAAAABlvSCBBdxhvXZhVPzobi7MMLcK4QmcPj90g_4B7eUxZHJay-0-MlzR9TUt2vBjZ7XdsCEOkyN-G-SKTgti26q72lg7QDlLL72o1YPh0S31WdI9VZA=',9,7
MT,b'gAAAAABlvSCBl-O5ylGb4NL2B7OYEImA_zV6Qb5sQFqe-JtgpGktq5QuE3AoIFKFnO0bL9EEKl5qzGgw43qm9X3eyFiMNvyNB8ZB_JHDv9lwzNBTLDvpIpvi5-FFKJ58lxPD-qd2MLhn',1,2
MT,b'gAAAAABlvSCBBoli5_xVoFxbWbx3VfsdarOSMZSx6Q_blHCM-Vo0ssfbjU_ErjV3I6Fza8ydwnjFgYnKXbqybZnxEk7nJA9Jrwhe7aaRFh8ZIx36pKdKb7Q=',2,1
MT,b'gAAAAABlvSCBliij4FKVqdT5ekp8dDfYjpVi55vr7jmZG9Kl02yk3I6zmG52beSIaMK_2qx9rY-YbMCjS6Gug4-ZlKbBD5fQ_e0FtiAj99fHsFKsW2SNn_Y=',9,4
MT,b'gAAAAABlvSCBkrIERsN1e1HvoluMsDfItMngZlQXfAKB-0zJW1GXI6Cgm6mkgaHXhnPOf-rErivkQ7gb3_TrLucqa1iK6aiDV-U-ysppC4Uaap1la48m1Y8=',6,5
MT,b'gAAAAABlvSCBPIGSYpNijzp-xOPasmgIQUuFK2ICVxfSvOZNDqYMo79tzKPhgCBv0d-OL2MsvTxJcKCztcLnAhB9OlbMWFyBi7F8ViTh074BCLzu2-2HXt8=',8,3
MT,b'gAAAAABlvSCBgpzfIoQhIqShmtDdtLMbAr2lHOvuK4vmu4Q2vhCezAlUOpOVAtuHovsQiGFpifhQMKOmLEVU-KV8yMSeEm-scsRDiK3n8zye83WE6-ibQQuB1rN5aBP_mmNdhISYvC3X',7,0
MT,b'gAAAAABlvSCBlj7t3POrVl0Ij7nlgBrpvmOYr700BN74NBTVkJki8IsN4o-Y0c4liFhpy08TkSEtMTN7sywF5cRhx9ImuhWhKXnIsilUHqV40IkEzvgTs7A=',5,0
MT,b'gAAAAABlvSCBXRfq8NBsIrzJ2TTj641KHolC4YWYLHb-CSsZAaQYLV-1vmkNP_UVeQ-hABuUDhrONGbmQYfhDusZS2LrVIdldUszDv4wqeyo_2-op4day4w8QSoE8EgStin9pWJgikXB',5,0
MT,b'gAAAAABlvSCBNSwix0EdaAM_ZH8C3M2Nbx7ng2rnXN1dVaZyHTE98e0k9fKPZzS_lT-yqT_8hp7eIa28Uu-DwUngBKnI00v0vlKvuwmaiBG6Hv77RXeZXVU9bDnemrQ5AHLVoR7r8cUD',5,5
MT,b'gAAAAABlvSCBTaKdsYBdiiFpajpS7wBGR3AgjV8ro9KcFBsaXrFua9swb0OcDcSwEyFDQOTfdlsy-xHq4VpnRT_BQWmvvOlMyOyXpxMQmRmSRGYu05eaXEI=',3,1
MT,b'gAAAAABlvSCBwn59-qHvjziFqdQQKmlgrxFqRvCoQ82pPh9EYZZp3kLHf-W0Bmda5a5hNIEo4w8pNX7Gr769OQpvBcNAlSE2VoVrxOzLXc0jZYiiG5Cge_g=',6,7
MT,b'gAAAAABlvSCBnBuHPoJUGcX9roxYWWruAbJf48_m3zypwIp-dm3XArCjdyu1fLdD31mYxWf4QMpUvdIbbtJ4lxtBMlnW3oCLfneXHHZOE6g1Yarkc8qaOVs=',8,9
PA,b'gAAAAABlvSCBzMj5bFEhCbclDXoh8_FyoWy8CCz1sDLWg0ZlwBoCGNzTccSL5J20K_-XM6Yk6t1TGFxw8s_Qq6wZp4bkxHqEgltZmCBqE5lmt4jJrC5_Ccc=',2,4
PA,b'gAAAAABlvSCBc7dJIU0CaSo5Lr4Nv_-yiN5goevH8wgFAMf0zxberbQtiAl7n_Jv_GqTU4lSUt0ge06nfBIjGQej6fBQvM_V2e6CfbgwUNc8G3owwcwPlPw=',4,5
PA,b'gAAAAABlvSCBwgBpzDaA3_Xx58NkSrOJNmxyMqUnJPNYBw3QQuYPHIsyWUeWjJ0ZU3tHmIiFuZ9Y8sUirXJ-CJMhIwptvkWsKyJuCMSH0XDm4qMVJZL35qo=',4,0
PA,b'gAAAAABlvSCB1H4PnOR_665SgDKUxV5hTg7KGgb1PuTlrC_LCOh44fqeRbr0R5uuuCdRr8VeAB2QHhHxJLIQzWdquzVZIZvVZ2Qunxh3VLb8op3lFC-QlSU=',7,9
PA,b'gAAAAABlvSCBoLsB1icIL7F3tPaP3ganqvG0PAnrWtPpiRxf2y0bhFmgEqHcrOs8fBFbg3cUiP0M3rbp5lieiOk2EFgUHPfKRudBkkDCW-j6jl1WnywMbNM=',6,9
PA,b'gAAAAABlvSCBIVOJ7fasDKO3JEbCiCz2OP-UoPlUPl-EMgxmSKvLvTh2Ku3PVGRQcoIObOEV1hVn10wjH5ByOsRyxBmxfvEGljjFLu7NxYNN1bsVj5SLC26QDgwRRaXLIA0TEJXsei2p',7,0
PA,b'gAAAAABlvSCBVwCtAOL0c1PcXGgo6GLfjtK-i16P1-YA99ImYGpkLmxwbz76fJwrhYmqdMxwJxe3O2bkywZjnNclikhtbnsh7Q_3MQYvq5D5YjTCU6HkkeM=',3,8
PA,b'gAAAAABlvSCBpOK6bZSfp6PyZ8k2HZ3aLX1pZRh5XJLKY-bHcgp1tazdywSgCS57JlpmUvKGNa6bOksCAF5rh2reDa5-BVeVFBUJm6Ryp0Tr4af5I37zQlA=',8,3
PA,b'gAAAAABlvSCBrng551FjZyHUCYEA6n4DZtSR5YuXBD3mEBIeOVsIWpcPqub5Y8SC0o7SqSLhKCKOFYqopCoKJ-Btjv76udUlp0wAxX2u236ywLchN-CEvWrflWNyUTXL5aK-HMwC_u1N',8,9
PA,b'gAAAAABlvSCBE2r-k19FYve8fBlVQUxw1s1EIErvKDCWzxnVqdLd6erYZwQGEXGFBH9nuUKNhB6f777UoE1Q7jKmanmudYMpXKBXZy15L-9rpUC28gT3dTDcdHD5se-qxf_fd12ba0Nk',5,5
PA,b'gAAAAABlvSCBdb-U1yXfiq5yunSSLTYzgf_p7iUirkD0w9bFKQ7hoUG8QvExWojSiage1c9SQR4nggSuoKkNKs1yz3njg7I715Tc89wP1S-beWIZydi7bsA=',2,8
PA,b'gAAAAABlvSCBBHEg6nd0qg-7rZ73kQSNbczZFrekoYduod1oFSSgntcD1XdejeHPohFctNZdwYRcdOpAYQK7729_DEdkDVNaOUKvTwjzSzHVgdE6tS5FUcA=',1,7
PA,b'gAAAAABlvSCBbA3gtI0cJQxaWUrm7Q2YqNDMsVUfPhkAimTUpSw7PHIS9izC6lIkXnUO5Gwil5HiXhkrmr5p5SJaJ2_cC4NfZzv8nY5n9fUqTpEUW79F_cM=',52,59
PA,b'gAAAAABlvSCBOWmLScpWjSORx96_DMOQVsvlp2reE56A_uGGp2G_vn88TwZCpCqje_Ri5-iR09wSQfnf3Mcl6ycFUckWIJaSNeWjaiNq2C6z4tPH0iDYs1A=',0,9
PA,b'gAAAAABlvSCB4SL5dc37I37SbWpyTaSgpHqhIMS_iaiTB0SoImVF9C047tpNZw2BsKIPcw9lqD0hhu1TAxQCs98teodb4fSQ313unpdIpCoHZRQbuEc313k=',5,3
PA,b'gAAAAABlvSCBRGWxXXu96TWL1WH2n8cOzPU_lakMYLGV-K17xvWTcq95pyKRXaA_2uDI_NelmHCuz58zvFZ2v1sbZYh4nQTuFDlFuYmagYOhe_XFUb9SKTk=',2,5
PA,b'gAAAAABlvSCBSRIOvmUHaTHCjMRvApDfwBjKW917I_2vhhIoLA5Z6gGlu0gZBnwy-DfDqF1EAnvJg4G5Pr0swqxom-wKZcix3wp26rGwK0yGLjrAdnqVAxA=',1,2
PA,b'gAAAAABlvSCBuxpHh-uw_oPu03iZwJyOV3UgUHu8RcQ1ruzC6gflA9q2l00f7t0b6R0DYuIQyPL89SAHkYVKI7SnMVPYZnxtrLHTfsfF6Rxsn_f8ZcY9eYI=',0,2
PA,b'gAAAAABlvSCBgkI8V7M3XeTvB0lRY1SkTngq9RS8-4_cNBt8gXdsHL-gACMxTHOHpKfHg22bkQ0T2d_fLqS_w7UQnMFHDsrUN0He1zuA4Aab-QKjdbOgCOI=',3,0
PA,b'gAAAAABlvSCBL0TAqIGu3dKgiDDMLAoGqeAtwUR1ZndVgr5xNfVVxiCIC5IGIbb7Fz_gF4nEgCQin0KzIIGzLa1qw0NEa13RbCw5XB-safEy-6h0Gv9AhReYj0205b8CRnKGmzzzm3bn',5,8
PA,b'gAAAAABlvSCBwZHAs9VZzDS3R94ILVKZYmPWr-Ma9pU_IQtEbQ_A19mDZea9cLOBVNpqTzCQtM3jXMCicNgl66eP5_66OLSaafMqo4El8uA3k1sb056S4SIsAnK055kgOfe-P_UbaB1C',2,8
PA,b'gAAAAABlvSCBcLtbOcRzqmULz3U8VL9776SCqXrxHUIGTnPk5GRyfjR9rnVMbljbnow-CIClLOmJh7k2m-WwQPadXP9Ve_qOQ-NrKeQR4-db1mFDtizD_Y4=',0,2
PA,b'gAAAAABlvSCBfJZJHh0fFji7RODQIPBwMxGtReaI-qyZ_U8z24pOT69KWqarfRwo-7aj5N7N9aKbTXGs0zX2mAE4lFLe_xjNd41plGHXKEW8_KP_iimyumU=',8,3
PA,b'gAAAAABlvSCBUmyMynaCyv86VFs9Fsu8I0UNLqauzNFpzQnrqgBuzwgjxmFOiFbQbnRs5IZVJXSA_OxIUJ4IeIiyROAprlsTKk-CEV-eTuEUqMv8sRGgc2k=',3,2
PA,b'gAAAAABlvSCBeoj1B4c979f6M0e3KERwjB9Bvzxd2iVIivxO1F5ye6L9BVB79jWnXe8-Bf1Ura_Y7FeJNG8_RdZA8bEAHChDuQ69IpllcriJIwrv1N71arbDLoXB-0tU-cuQu6n3DZq1',76,95
PA,b'gAAAAABlvSCBy6W4CqZEfKuQp23T9xntYapioTUK7PFotcHYQhBAQ8dVFYl0eRd3-nJmOvz1X-10E52T9lKbZ3GHCrFIVgWoPOkLssh-2DquFGUZkn22lY4=',5,2
PA,b'gAAAAABlvSCB0mZ2pQ9cIb9cQmZuWfFm8J0kLdowQHLc9Egw2uPwYf6ikQpaIgaHEq9PYp_Ht_Gr6lCsW5C8BI2VEHYdemf0MqQERLqvnY_1903m1ypi3DeU2zODbSot_iVIqmlVXjAj',5,4
PB,b'gAAAAABlvSCBIxEYhDzoyScKBhkj-C81B6kCCvDMsGRzuby_HBEy5aIZIg0nZjxVkhg-vhq9TLzB6ZiqNAbWvxAp7ZQkBE1ukUz6-s0MYihr3FiEShhBxtA=',4,4
PB,b'gAAAAABlvSCBwdrdxUCu4ydTukAGH-O5WigjAoOWL2_1RbhFGlHp3Zv--8s59pG0HyoLI0l1NDAuiRqX0ekbVDCXx58Ck2tHqzdj1mlp_rqEc1DEdA3PQ9Y=',1,5
PB,b'gAAAAABlvSCB44SzIJS-C3YQ-XsUGLU5nOBA_PuFLXixMSEBva7TC7uwP2t4MoCWEE8PvU8C9IG2fgh5fvZ-BYYuUlNTVWNHirxBt2IZ6SUjVOStHWNJ3U8=',7,3
PB,b'gAAAAABlvSCBVdDBft9gZrD2Qn3Ocjsl-omv3QrOSNCFNLdxoUMeFgJifEcqWa86Yq8Dud5vpC8iJLOw2SjsPFvp3MhL6bSn5vpw-E3QtZxLO5VsYxD2yGQ3sZGaY3IdtcInoYIejdMJ',3,4
PB,b'gAAAAABlvSCBhgjwpqVrVSBU7ue846jpNnuO9pwIwZltyf9klltPynywcI_vJ8-lDx2QIZekQto6Ygl2JykitZU7nTfrDoc_jTWysfosI3yWJoZ5-bS_xkM=',2,9
PB,b'gAAAAABlvSCBVW7ytI86ZjG2U1zkHPk-5OXAYG6PDPm5N9N_AYz4Ybh86sLW-xY9OY1vBJmAR5YxphBIdnaUdLfk4w9S5ms8r__pfbftOMwN5K55Y6MNWZk=',8,8
PB,b'gAAAAABlvSCBuMrxqHzocVulsPbtLBl69-dEtC6lfl-FtmIWTWvYfYM-JlRsveWk5AUmLOqL0LtrmmHrySvmRfuRzdsVo7ZcnDNQBw2aotkk1wpp-Qj3NZ4=',6,8
PB,b'gAAAAABlvSCBRu192z8TlFBNxqTmK3h8cJ1RV0Vny6qdbuK7dGvdPebQh-OufiyJ_mqwYq9yuZmyYNso0lYukhgDfPryq-vRjr2jkJS9ZK2vUdt2L6E-nrNd-nUy-IgRGhJc23TzQu_x',0,2
PB,b'gAAAAABlvSCBQhiQLQ3r5Hc6Qrq_uIwWWRXW-OGRuXngh4uq_CLKZdcAMuUjE-jVW6UrgFEHiRI33FW78r9SpQ33OmwmIrU3c1aQBFA-RIgkNVs4hIftqi3twlp3iiFbhDrT9WNpUFsf',4,1
PB,b'gAAAAABlvSCB4cbA0IwYeItF6EqrlBeTZmce4dm94ZhrjqgyEQ7tAWBs7CoOwKHSnI7eVkAwIGla5S9LDmgL1F6zmZJugUivR5DTN7v4fYr5XOaogv8BIBY=',4,1
PB,b'gAAAAABlvSCBQKgNKB3BzPUbQlBmAJnZXPjIeIUDx2f9EmVhTRcEdjpUNLwj_usQy9QsXNivQFVWPsJ4Hv9iUQBlyN_qzIlG326PcZIazRUAw84i-AjaC3k=',2,5
PB,b'gAAAAABlvSCBFjHe0pJxJMZkl2SGHJb5dgZoPdrU8pDyzg7nFmv0VrdUDoU26A8HA3VOK9mvPWFtIp-cTvyZu6nqC_wNDa50PQNJygpbAAzv3XAWSVG9wOI=',3,6
PB,b'gAAAAABlvSCB67HRea5FBkIdWbSvcrc4nIoyyiv8O_CaTk_kIS4QdSm7lAQkhnOu2rxHTMImVFQnP-X4Ym_H9VIrfCUat4W4Osa_cvnRvUpDjCJ71yVtGA4=',1,9
PB,b'gAAAAABlvSCBoAdVTCFXMOk1BUl6Z7M6QLDDmIZIUcxpJQAPzZ8SI_ilatCjGLxag02y6skSFoY3MFwhEMm2Klr1iW4ImEMGdudtzDRnTMSAwgiqUiy47Jw=',2,7
PB,b'gAAAAABlvSCBre_d8blfXa9sxlchl0N9u22XXkYpkC0v0B5Qy8ZDcmyYLBtjTtDL9fcHkP76eNly2KHP--FRl1f-qRCHyIGmUlGLQgNtR__YvWIUVF5xles=',5,2
PB,b'gAAAAABlvSCB3uI9rJ8ZsnNFlSydEW-3xJalzlUisLKTqg1pCnp0cqGCpeEkG4C46EtiQk3nM7MXx-vq3A8VJZqNXU3bBHWHcJ00x9z4wCm1S9R-ChDJ9hU=',8,6
PB,b'gAAAAABlvSCBuOiZfRBskRkWD63ZubIslzTEAgqZH1B8AK2v0YhMMILvKzRkUQY65Et5ylhLIaK7a-7PWF21ZPnVflRa-Z13l9ey-fHgoZ3Bh2RajEKtjd8=',1,2
PB,b'gAAAAABlvSCBzyNxfDfOGAEC2H1E_lFUK8MwkS80nntsYmbYZP3Tsdu-tsyUGX2okyF_RpfpsV0d4Pwv2hHj50GRT2HmGEke4e9R6nJ4QdC8uJhPikVcrPI=',0,6
PB,b'gAAAAABlvSCBu0oa2zYp2e5eEwuVm6VsNULcknbV_WjE1VgggJwusT_cLL-jjPwW5FF1bSfNZRyWij-uNIrmFz0Cv1DvUfO6sVEysgPymAoaVOpZ0YX2QHf5Om6Nx3gMQXfIcfB9wwW2',7,6
PB,b'gAAAAABlvSCB8k-sMmj_XvICnNGFB9bTgaV7P00KPLXnCIkU5zMF03zKX3KjC7Q2WC7lSWLEOlefwRDlhnAsHrR3FrHOAWwu7rJua5iMmuhww-IX98j8I9lCULrty2jrUlaerma4BN6T',8,4
PB,b'gAAAAABlvSCB6cKIGu-FMczIx5W2FJW0yeGko-nRfHDET6Hl8Ab4O-5yJgEcigTMdnDV0ftDp7IukeSl8e247dE2yISyC28-hc3WYPUU7gpGpSSIt-71UToiJ8tGmCMPVoVp5tTo-O64',9,2
PB,b'gAAAAABlvSCBBChQJ2KVf0fkOoCYJjUe_-3fPUk7EQSt93AynzauRJJwMnaKvcHYhqGBRqz388xoMee295mN1EPu6UhR7W466UWK4CCXFdv4Z8ZYtY_VLTI=',23,0
PE,b'gAAAAABlvSCBkfNZ0Gw3ydtsCVsV6IhzF59dOSch55CTQbBDL_sZ0WxBMviDpo-kg0jChaCYkpiFHHpeNVVDhbd31C9kANwUsY_xUqjLFOW0JHoZdgQMFPK5GBAoDsfy-NINSoXPcFvH',7,8
PE,b'gAAAAABlvSCBHNTuVehh5Ig0Qg3eFAOVlf_Dbx0Bryx8GaKfoztqoCqLhSBWlx_NI8XGa-HUJ9PkUSiFlrWtTaRIEge7jW9H4-D07MetjI_lpjXWdc11pl7HwMemUjAnkwa4rJLaKJ61',3,4
PE,b'gAAAAABlvSCBAVYdLFWZtMFmBSs9Vq_gAgE24IhV__OgfghmitZwPsfVxHWcpwHQXZO0a8xBeOvOkLrc05NvA37LehWLSBl0JZcS7C-CRjB9NuNldhRXLeY=',0,6
PE,b'gAAAAABlvSCBVXfWKigrkuv7aSagbIp2hpNVan7uHjNftdwimQI6oJg7nWLJLVg69vjPPC2Id0SZwwDovf5HExbVY_jfw323mPXjxsZwRsInQvEhfnLUbh8=',3,0
PE,b'gAAAAABlvSCBRAfJnS0aHMv9V-hhZp93mud_fGZjCk5IWKRRRMi5Alahfsmb4FLNDA_qb4w2ytupnlkU__o_93dsebwHVSLv6VjoclW_QIIMkv7PNy9l45M=',5,5
PE,b'gAAAAABlvSCBwotgSvPwDSEddEDGN-wcKIYuL478hcd99_WRc0y1tvTyGtCeHcreznEzUy6z5zrj9_HSRPOA9RElj3mAFKL2d3h4oYVvRedeQWm4TpemlCBFBNZXMb8PsO3Ft6vE3U-A',7,6
PE,b'gAAAAABlvSCB9EE2ohoFaQ3EosgizMy6FZrvq3zwxVAC87HJLPGcGyCgdNxf_srw5HW1lRmztYA5iLQJXVxJyhR6jKqNf0FN_pSIjJCjBe5FwD1SEyKOeqE=',5,7
PE,b'gAAAAABlvSCBuDYINJ0soO1W2Dt76TMBEn_tx4I4AJQoebgSTIWBZtR3TTxTuAlPofqFP806JU2KzlVxK8534aaAyeJ9VUgCe24Vn4wrUc4UnIkHku8yOQ4=',4,9
PE,b'gAAAAABlvSCBi_E-1R7uoHhThrvetB22go-UWxP-A6FOVzgWy6IBEzEyaM9qTZ2zhJPbpSKkwIVxT8tZzEYD9gNss-_fuPFdjHKhI6ABPc_gjY5VlT3vd4w=',2,7
PE,b'gAAAAABlvSCBqbX7pYmlJtnfKLasPL0iqkFc65fgfNVtk61fNPruimOzDJ__kadh8cOcfM7ZPoFiK_JniPYh3S7DV3SgKyqK_49n7xHzEoPnkhLpZ9zQmX8=',59,25
PE,b'gAAAAABlvSCBpZD_GXR3hrhHHclDbdoNwgju1HyYtqOXzV1qVng9QPH07Vws5rCbs1B17T2xm37xiIcZbFfQlAx1hNu0L6v-yjmvZJTMihdZR5fFlO4UZ6Y=',6,5
PE,b'gAAAAABlvSCBfTRSxsMUSDDh5xpsqv76v9Zngljkw-Qf7M8ffMODCH6w1MMJ5TByDvlGkWD6FRFHJBIVxpD9CtBaLydjGKaOojudS7cHw6S7cRFdZnHWPaA=',5,8
